mass_A
t	x	y
2,690000000E0	-2,189079073E0	1,461560469E0
2,700000000E0	5,378195932E-2	1,330279878E0
2,710000000E0	2,312436598E0	1,281907313E0
2,720000000E0	4,573017421E0	1,306914247E0
2,730000000E0	6,904630908E0	1,442265919E0
2,740000000E0	9,061677821E0	1,553637421E0
2,750000000E0	1,141638139E1	1,869003283E0
2,760000000E0	1,355757375E1	2,116168479E0
2,770000000E0	1,573851221E1	2,420739083E0
2,780000000E0	1,790288296E1	2,826765046E0
2,790000000E0	2,004443738E1	3,320673525E0
2,800000000E0	2,213941161E1	3,863100816E0
2,810000000E0	2,417123845E1	4,554035734E0
2,820000000E0	2,619023853E1	5,328750808E0
2,830000000E0	2,808674712E1	6,105651575E0
2,840000000E0	2,990745753E1	6,837594046E0
2,850000000E0	3,169674636E1	7,709654348E0
2,860000000E0	3,341467488E1	8,730538844E0
2,870000000E0	3,508528621E1	9,729591836E0
2,880000000E0	3,666206151E1	1,081079112E1
2,890000000E0	3,820138720E1	1,190129033E1
2,900000000E0	3,967664529E1	1,301373894E1
2,910000000E0	4,100878423E1	1,418293490E1
2,920000000E0	4,229926298E1	1,534998569E1
2,930000000E0	4,353657461E1	1,655893877E1
2,940000000E0	4,475326684E1	1,784371689E1
2,950000000E0	4,580073102E1	1,874974532E1
2,960000000E0	4,682834644E1	2,005978559E1
2,970000000E0	4,783091758E1	2,108510643E1
2,980000000E0	4,872484323E1	2,222815590E1
2,990000000E0	4,960901086E1	2,333063357E1
3,000000000E0	5,039630574E1	2,437836254E1
3,010000000E0	5,116467017E1	2,541047358E1
3,020000000E0	5,187875963E1	2,636678092E1
3,030000000E0	5,254636745E1	2,726592804E1
3,040000000E0	5,318993872E1	2,816264110E1
3,050000000E0	5,385489914E1	2,901309459E1
3,060000000E0	5,446060259E1	2,985321503E1
3,070000000E0	5,498522830E1	3,069104989E1
3,080000000E0	5,546310038E1	3,147037944E1
3,090000000E0	5,592407446E1	3,217691280E1
3,100000000E0	5,637928918E1	3,284531293E1
3,110000000E0	5,676673980E1	3,347076937E1
3,120000000E0	5,713120075E1	3,404788504E1
3,130000000E0	5,747009550E1	3,455872942E1
3,140000000E0	5,773693343E1	3,507420775E1
3,150000000E0	5,799731487E1	3,550703981E1
3,160000000E0	5,822875078E1	3,588530740E1
3,170000000E0	5,844318031E1	3,619984619E1
3,180000000E0	5,859723917E1	3,646949495E1
3,190000000E0	5,870980062E1	3,669344055E1
3,200000000E0	5,882727457E1	3,684214008E1
3,210000000E0	5,892859959E1	3,693138481E1
3,220000000E0	5,894464851E1	3,703049665E1
3,230000000E0	5,895758991E1	3,704126328E1
3,240000000E0	5,893915292E1	3,699744516E1
3,250000000E0	5,891332333E1	3,688298384E1
3,260000000E0	5,883117018E1	3,671959629E1
3,270000000E0	5,868395906E1	3,651724254E1
3,280000000E0	5,856985600E1	3,621046338E1
3,290000000E0	5,837055970E1	3,588506670E1
