mass_A
t	x	y
0.000000000	-0.6118365443	0.5015434291
4.000000000	-0.4056078787	0.1717176123
4.900000000	-0.2370014388	0.5628613476
5.400000000	-0.1188543066    0.2370166252
5.800000000	-0.2022939635	0.1322810216
6.800000000	0.2203204864 0.3829564515
7.800000000	0.4133456805 0.1451317457
10.020000000	0.6021574488 0.4098512009


